"","Count","Kingdom","Phylum","Class","Order","Family","Genus","Species","name","module","connectivity","participation","role","Compartment","Rootstock"
"Otu00942","66","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_parazychae","Otu00942",4,-1.01559271926721,0,"Peripheral","Rhizosphere","Maxifort"
"Otu00294","604","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00294",4,-0.534522483824849,0,"Peripheral","Rhizosphere","Maxifort"
"Otu001753","1362","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Stephanosporaceae","g__unclassified_Stephanosporaceae","s__Stephanosporaceae_sp","Otu00175",4,-0.0534522483824848,0,"Peripheral","Rhizosphere","Maxifort"
"Otu00259","796","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis","s__Coprinopsis_sp","Otu00259",4,-0.0534522483824848,0,"Peripheral","Rhizosphere","Maxifort"
"Otu00267","750","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis","s__Coprinopsis_sp","Otu00267",4,0.427617987059879,0,"Peripheral","Rhizosphere","Maxifort"
"Otu001333","1962","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Stephanosporaceae","g__unclassified_Stephanosporaceae","s__Stephanosporaceae_sp","Otu00133",4,1.38975845794461,0,"Peripheral","Rhizosphere","Maxifort"
"Otu00091","3321","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","o__Pleosporales_unclassified","o__Pleosporales_unclassified",NA,"Otu00091",4,1.87082869338697,0,"Peripheral","Rhizosphere","Maxifort"
"Otu000103","40081","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","s__Wallemia_sebi","Otu00010",5,-1.09321633322024,0,"Peripheral","Rhizosphere","Maxifort"
"Otu001961","1218","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolales_family_Incertae_sedis","g__Rhodotorula","s__Rhodotorula_pinicola","Otu00196",5,-1.09321633322024,0,"Peripheral","Rhizosphere","Maxifort"
"Otu003501","433","k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Spizellomycetales","f__Spizellomycetaceae","g__Spizellomyces","s__Spizellomyces_dolichospermus","Otu00350",5,-1.09321633322024,0,"Peripheral","Rhizosphere","Maxifort"
"Otu004152","319","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00415",5,-1.09321633322024,0,"Peripheral","Rhizosphere","Maxifort"
"Otu00073","4170","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus","s__Coprinellus_hiascens","Otu00073",5,-0.156173761888606,0,"Peripheral","Rhizosphere","Maxifort"
"Otu002342","921","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00234",5,-0.156173761888606,0,"Peripheral","Rhizosphere","Maxifort"
"Otu00265","757","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00265",5,-0.156173761888606,0,"Peripheral","Rhizosphere","Maxifort"
"Otu001343","1958","k__Fungi","p__Ascomycota","c__Eurotiomycetes","c__Eurotiomycetes_unclassified","c__Eurotiomycetes_unclassified","c__Eurotiomycetes_unclassified",NA,"Otu00134",5,-0.156173761888606,0.444444444444445,"Peripheral","Rhizosphere","Maxifort"
"Otu00435","296","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis","s__Coprinopsis_calospora","Otu00435",5,0.78086880944303,0.375,"Peripheral","Rhizosphere","Maxifort"
"Otu00637","148","k__Fungi","p__Ascomycota","c__Sordariomycetes","c__Sordariomycetes_unclassified","c__Sordariomycetes_unclassified","c__Sordariomycetes_unclassified",NA,"Otu00637",5,0.78086880944303,0.48,"Peripheral","Rhizosphere","Maxifort"
"Otu000173","25701","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariales_family_Incertae_sedis","g__Monographella","s__Monographella_cucumerina","Otu00017",5,1.71791138077467,0,"Peripheral","Rhizosphere","Maxifort"
"Otu00122","2173","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00122",5,1.71791138077467,0.489795918367347,"Peripheral","Rhizosphere","Maxifort"
"Otu001921","1229","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Kickxellales","f__Kickxellaceae","g__Ramicandelaber","s__Ramicandelaber_sp","Otu00192",6,-0.922192493383656,0,"Peripheral","Rhizosphere","Maxifort"
"Otu00220","1038","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__Glomus_sp_8_SUN_2011","Otu00220",6,-0.922192493383656,0,"Peripheral","Rhizosphere","Maxifort"
"Otu002761","694","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Exobasidiales","f__Exobasidiaceae","g__Exobasidium","s__Exobasidium_sp","Otu00276",6,-0.922192493383656,0,"Peripheral","Rhizosphere","Maxifort"
"Otu00663","136","k__Fungi","p__Basidiomycota","c__Agaricomycetes","c__Agaricomycetes_unclassified","c__Agaricomycetes_unclassified","c__Agaricomycetes_unclassified",NA,"Otu00663",6,-0.922192493383656,0,"Peripheral","Rhizosphere","Maxifort"
"Otu007051","120","k__Fungi","p__Ascomycota","c__Sordariomycetes","c__Sordariomycetes_unclassified","c__Sordariomycetes_unclassified","c__Sordariomycetes_unclassified",NA,"Otu00705",6,-0.922192493383656,0,"Peripheral","Rhizosphere","Maxifort"
"Otu000542","5879","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_family_Incertae_sedis","g__Acremonium","s__Acremonium_nepalense","Otu00054",6,-0.922192493383656,0.5,"Peripheral","Rhizosphere","Maxifort"
"Otu000011","228431","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Thanatephorus","s__Thanatephorus_cucumeris","Otu00001",6,-0.643794759531986,0,"Peripheral","Rhizosphere","Maxifort"
"Otu000791","3921","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_family_Incertae_sedis","g__Phoma","s__Phoma_sp_UASWS0872","Otu00079",6,-0.643794759531986,0,"Peripheral","Rhizosphere","Maxifort"
"Otu001042","2668","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","f__Phaeosphaeriaceae_unclassified",NA,"Otu00104",6,-0.643794759531986,0,"Peripheral","Rhizosphere","Maxifort"
"Otu00235","920","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolales_family_Incertae_sedis","g__Rhodotorula","s__Rhodotorula_oryzicola","Otu00235",6,-0.643794759531986,0,"Peripheral","Rhizosphere","Maxifort"
"Otu002691","732","k__Fungi","p__Basidiomycota","c__Agaricomycetes","c__Agaricomycetes_unclassified","c__Agaricomycetes_unclassified","c__Agaricomycetes_unclassified",NA,"Otu00269",6,-0.643794759531986,0,"Peripheral","Rhizosphere","Maxifort"
"Otu006181","155","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","s__Wallemia_sebi","Otu00618",6,-0.643794759531986,0,"Peripheral","Rhizosphere","Maxifort"
"Otu00681","130","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","o__Polyporales_unclassified","o__Polyporales_unclassified",NA,"Otu00681",6,-0.643794759531986,0,"Peripheral","Rhizosphere","Maxifort"
"Otu01021","57","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu01021",6,-0.643794759531986,0,"Peripheral","Rhizosphere","Maxifort"
"Otu002873","627","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Phallales","f__Phallaceae","g__Lysurus","s__Lysurus_cruciatus","Otu00287",6,-0.643794759531986,0.666666666666667,"Connector","Rhizosphere","Maxifort"
"Otu00331","468","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","f__Nectriaceae_unclassified",NA,"Otu00331",6,-0.365397025680316,0,"Peripheral","Rhizosphere","Maxifort"
"Otu00457","271","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__Glomus_sp_8_SUN_2011","Otu00457",6,-0.365397025680316,0,"Peripheral","Rhizosphere","Maxifort"
"Otu000833","3709","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolales_family_Incertae_sedis","g__Rhodotorula","s__Rhodotorula_taiwanensis","Otu00083",6,-0.365397025680316,0.375,"Peripheral","Rhizosphere","Maxifort"
"Otu00489","241","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__Glomus_sp_8_SUN_2011","Otu00489",6,-0.365397025680316,0.375,"Peripheral","Rhizosphere","Maxifort"
"Otu000942","3183","k__Fungi","p__Basidiomycota","c__Ustilaginomycetes","o__Ustilaginales","f__Ustilaginaceae","g__Ustilago","s__Ustilago_sp","Otu00094",6,-0.0869992918286467,0,"Peripheral","Rhizosphere","Maxifort"
"Otu00696","123","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__Glomus_sp_8_SUN_2011","Otu00696",6,-0.0869992918286467,0.32,"Peripheral","Rhizosphere","Maxifort"
"Otu00935","67","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__Glomus_sp_8_SUN_2011","Otu00935",6,-0.0869992918286467,0.5,"Peripheral","Rhizosphere","Maxifort"
"Otu000751","4074","k__Fungi","p__Ascomycota","p__Ascomycota_unclassified","p__Ascomycota_unclassified","p__Ascomycota_unclassified","p__Ascomycota_unclassified",NA,"Otu00075",6,0.191398442023023,0.277777777777778,"Peripheral","Rhizosphere","Maxifort"
"Otu000072","46176","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA,"Otu00007",6,0.469796175874692,0,"Peripheral","Rhizosphere","Maxifort"
"Otu000333","9727","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__Alternaria_porri","Otu00033",6,0.748193909726362,0.42,"Peripheral","Rhizosphere","Maxifort"
"Otu001092","2476","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00109",6,0.748193909726362,0.703125,"Connector","Rhizosphere","Maxifort"
"Otu002712","717","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolales_family_Incertae_sedis","g__unclassified_Sporidiobolales","s__Sporidiobolales_sp","Otu00271",6,1.02659164357803,0.197530864197531,"Peripheral","Rhizosphere","Maxifort"
"Otu000083","45693","k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Olpidiales","f__Olpidiaceae","g__Olpidium","s__Olpidium_brassicae","Otu00008",6,1.58338711128137,0.277777777777778,"Peripheral","Rhizosphere","Maxifort"
"Otu000053","81978","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__Alternaria_porri","Otu00005",6,1.58338711128137,0.378698224852071,"Peripheral","Rhizosphere","Maxifort"
"Otu000063","51221","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_family_Incertae_sedis","g__Phoma","s__Phoma_sp_UASWS0872","Otu00006",6,1.86178484513304,0.4609375,"Peripheral","Rhizosphere","Maxifort"
"Otu001672","1569","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00167",6,2.41858031283638,0.387543252595156,"Peripheral","Rhizosphere","Maxifort"
"Otu001081","2488","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00108",6,2.41858031283638,0.476454293628809,"Peripheral","Rhizosphere","Maxifort"
"Otu000852","3489","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_amoeboidea","Otu00085",7,0,0,"Peripheral","Rhizosphere","Maxifort"
"Otu00851","83","k__Fungi","p__Ascomycota","p__Ascomycota_unclassified","p__Ascomycota_unclassified","p__Ascomycota_unclassified","p__Ascomycota_unclassified",NA,"Otu00851",7,0,0,"Peripheral","Rhizosphere","Maxifort"
"Otu000773","4046","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_capitata","Otu00077",8,-0.998294083682726,0,"Peripheral","Rhizosphere","Maxifort"
"Otu00162","1616","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_amoeboidea","Otu00162",8,-0.998294083682726,0,"Peripheral","Rhizosphere","Maxifort"
"Otu002451","858","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","f__Pleosporaceae_unclassified",NA,"Otu00245",8,-0.998294083682726,0,"Peripheral","Rhizosphere","Maxifort"
"Otu002981","596","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Cystofilobasidiaceae","g__Cystofilobasidium",NA,"Otu00298",8,-0.998294083682726,0,"Peripheral","Rhizosphere","Maxifort"
"Otu003462","445","k__Fungi","p__Rozellomycota","c__unclassified_Rozellomycota","o__unclassified_Rozellomycota","f__unclassified_Rozellomycota","g__unclassified_Rozellomycota","s__Rozellomycota_sp","Otu00346",8,-0.998294083682726,0,"Peripheral","Rhizosphere","Maxifort"
"Otu00752","105","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Dipodascaceae","g__Galactomyces","s__Galactomyces_candidum","Otu00752",8,-0.998294083682726,0,"Peripheral","Rhizosphere","Maxifort"
"Otu01075","52","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","s__Wallemia_sebi","Otu01075",8,-0.998294083682726,0,"Peripheral","Rhizosphere","Maxifort"
"Otu000151","27019","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium",NA,"Otu00015",8,-0.766982039902582,0,"Peripheral","Rhizosphere","Maxifort"
"Otu000343","9056","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_capitata","Otu00034",8,-0.766982039902582,0,"Peripheral","Rhizosphere","Maxifort"
"Otu001191","2215","k__Fungi","p__Ascomycota","p__Ascomycota_unclassified","p__Ascomycota_unclassified","p__Ascomycota_unclassified","p__Ascomycota_unclassified",NA,"Otu00119",8,-0.766982039902582,0,"Peripheral","Rhizosphere","Maxifort"
"Otu003051","558","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00305",8,-0.766982039902582,0,"Peripheral","Rhizosphere","Maxifort"
"Otu00427","303","k__Fungi","p__Ascomycota","c__Sordariomycetes","c__Sordariomycetes_unclassified","c__Sordariomycetes_unclassified","c__Sordariomycetes_unclassified",NA,"Otu00427",8,-0.766982039902582,0,"Peripheral","Rhizosphere","Maxifort"
"Otu00574","182","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Aureobasidium","s__Aureobasidium_pullulans","Otu00574",8,-0.766982039902582,0,"Peripheral","Rhizosphere","Maxifort"
"Otu002842","663","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_family_Incertae_sedis","g__Stachybotrys","s__Stachybotrys_microspora","Otu00284",8,-0.766982039902582,0.444444444444445,"Peripheral","Rhizosphere","Maxifort"
"Otu000092","45386","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Haematonectria","s__Haematonectria_haematococca","Otu00009",8,-0.766982039902582,0.625,"Connector","Rhizosphere","Maxifort"
"Otu002552","808","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Stagonospora",NA,"Otu00255",8,-0.766982039902582,0.64,"Connector","Rhizosphere","Maxifort"
"Otu00138","1933","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Ceratobasidium",NA,"Otu00138",8,-0.535669996122438,0,"Peripheral","Rhizosphere","Maxifort"
"Otu00419","314","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__unclassified_Hypocreales","g__unclassified_Hypocreales","s__Hypocreales_sp","Otu00419",8,-0.535669996122438,0,"Peripheral","Rhizosphere","Maxifort"
"Otu001103","2386","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__Fusarium_proliferatum","Otu00110",8,-0.535669996122438,0.48,"Peripheral","Rhizosphere","Maxifort"
"Otu000373","8258","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","s__Wallemia_sebi","Otu00037",8,-0.304357952342295,0,"Peripheral","Rhizosphere","Maxifort"
"Otu001511","1794","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Lycoperdaceae","g__unclassified_Lycoperdaceae","s__Lycoperdaceae_sp","Otu00151",8,-0.0730459085621508,0.617283950617284,"Peripheral","Rhizosphere","Maxifort"
"Otu000302","11000","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_family_Incertae_sedis","g__Acremonium","s__Acremonium_nepalense","Otu00030",8,0.158266135217993,0,"Peripheral","Rhizosphere","Maxifort"
"Otu002503","826","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Bipolaris","s__Bipolaris_microstegii","Otu00250",8,0.158266135217993,0,"Peripheral","Rhizosphere","Maxifort"
"Otu000973","3004","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_family_Incertae_sedis","g__unclassified_Hypocreales","s__Hypocreales_sp","Otu00097",8,0.158266135217993,0.244897959183674,"Peripheral","Rhizosphere","Maxifort"
"Otu002251","984","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_ambigua","Otu00225",8,0.158266135217993,0.244897959183674,"Peripheral","Rhizosphere","Maxifort"
"Otu001852","1280","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolales_family_Incertae_sedis","g__Rhodosporidium","s__Rhodosporidium_diobovatum","Otu00185",8,0.389578178998137,0.21875,"Peripheral","Rhizosphere","Maxifort"
"Otu000143","32499","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellales_family_Incertae_sedis","g__Cryptococcus","s__Cryptococcus_magnus","Otu00014",8,0.389578178998137,0.345679012345679,"Peripheral","Rhizosphere","Maxifort"
"Otu000602","5086","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Clavicipitaceae","g__Metarhizium","s__Metarhizium_pinghaense","Otu00060",8,0.389578178998137,0.497777777777778,"Peripheral","Rhizosphere","Maxifort"
"Otu000323","9820","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","o__Capnodiales_unclassified","o__Capnodiales_unclassified",NA,"Otu00032",8,0.620890222778281,0,"Peripheral","Rhizosphere","Maxifort"
"Otu000353","8871","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Dipodascaceae","f__Dipodascaceae_unclassified",NA,"Otu00035",8,0.620890222778281,0.714681440443213,"Connector","Rhizosphere","Maxifort"
"Otu001481","1806","k__Fungi","p__Basidiomycota","c__Ustilaginomycetes","o__Ustilaginales","f__Ustilaginaceae","g__Pseudozyma","s__Pseudozyma_aphidis","Otu00148",8,0.852202266558424,0.297520661157025,"Peripheral","Rhizosphere","Maxifort"
"Otu000163","26597","k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Olpidiales","f__Olpidiaceae","g__Olpidium","s__Olpidium_brassicae","Otu00016",8,0.852202266558424,0.42603550295858,"Peripheral","Rhizosphere","Maxifort"
"Otu000023","176227","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","o__Pezizales_unclassified","o__Pezizales_unclassified",NA,"Otu00002",8,1.31482635411871,0.272189349112426,"Peripheral","Rhizosphere","Maxifort"
"Otu000223","18359","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_amoeboidea","Otu00022",8,1.31482635411871,0.628086419753086,"Connector","Rhizosphere","Maxifort"
"Otu000983","2955","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellales_family_Incertae_sedis","g__Cryptococcus","s__Cryptococcus_magnus","Otu00098",8,1.777450441679,0.3203125,"Peripheral","Rhizosphere","Maxifort"
"Otu000243","17057","k__Fungi","p__Ascomycota","c__Sordariomycetes","c__Sordariomycetes_unclassified","c__Sordariomycetes_unclassified","c__Sordariomycetes_unclassified",NA,"Otu00024",8,2.00876248545914,0.21875,"Peripheral","Rhizosphere","Maxifort"
"Otu000513","6193","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Bipolaris","s__Bipolaris_microstegii","Otu00051",8,2.00876248545914,0.605034722222222,"Peripheral","Rhizosphere","Maxifort"
"Otu000033","168987","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","f__Pyronemataceae_unclassified",NA,"Otu00003",8,2.70269861679957,0.491083676268862,"Connector Hub","Rhizosphere","Maxifort"
"Otu003242","497","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00324",9,-0.900937462695559,0,"Peripheral","Rhizosphere","Maxifort"
"Otu00598","164","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00598",9,-0.900937462695559,0,"Peripheral","Rhizosphere","Maxifort"
"Otu00641","146","k__Fungi","p__Rozellomycota","c__unclassified_Rozellomycota","o__unclassified_Rozellomycota","f__unclassified_Rozellomycota","g__unclassified_Rozellomycota","s__Rozellomycota_sp","Otu00641",9,-0.900937462695559,0,"Peripheral","Rhizosphere","Maxifort"
"Otu00650","143","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00650",9,-0.900937462695559,0,"Peripheral","Rhizosphere","Maxifort"
"Otu00672","133","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00672",9,-0.900937462695559,0,"Peripheral","Rhizosphere","Maxifort"
"Otu000701","4430","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00070",9,-0.360374985078224,0,"Peripheral","Rhizosphere","Maxifort"
"Otu003251","490","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Septoglomus","s__Septoglomus_viscosum","Otu00325",9,-0.360374985078224,0,"Peripheral","Rhizosphere","Maxifort"
"Otu01706","22","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu01706",9,-0.360374985078224,0,"Peripheral","Rhizosphere","Maxifort"
"Otu000361","8801","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00036",9,0.180187492539112,0,"Peripheral","Rhizosphere","Maxifort"
"Otu002931","605","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Gymnoascaceae","g__unclassified_Gymnoascaceae","s__Gymnoascaceae_sp","Otu00293",9,0.180187492539112,0,"Peripheral","Rhizosphere","Maxifort"
"Otu00377","376","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00377",9,0.180187492539112,0,"Peripheral","Rhizosphere","Maxifort"
"Otu00877","78","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00877",9,0.180187492539112,0,"Peripheral","Rhizosphere","Maxifort"
"Otu00327","485","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00327",9,0.720749970156447,0,"Peripheral","Rhizosphere","Maxifort"
"Otu00529","211","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00529",9,1.26131244777378,0,"Peripheral","Rhizosphere","Maxifort"
"Otu00231","935","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00231",9,2.88299988062579,0,"Peripheral Hub","Rhizosphere","Maxifort"
"Otu00039","7639","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariales_family_Incertae_sedis","g__Monographella","s__Monographella_cucumerina","Otu00039",10,-1.27690148772551,0,"Peripheral","Rhizosphere","Maxifort"
"Otu001022","2710","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Cryptococcus","s__Cryptococcus_albidus","Otu00102",10,-1.27690148772551,0,"Peripheral","Rhizosphere","Maxifort"
"Otu001693","1544","k__Fungi","p__Basidiomycota","c__Agaricomycetes","c__Agaricomycetes_unclassified","c__Agaricomycetes_unclassified","c__Agaricomycetes_unclassified",NA,"Otu00169",10,-1.27690148772551,0,"Peripheral","Rhizosphere","Maxifort"
"Otu00396","354","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_family_Incertae_sedis","g__Tetracladium","s__Tetracladium_sp","Otu00396",10,-1.16786815385901,0,"Peripheral","Rhizosphere","Maxifort"
"Otu004691","258","k__Fungi","p__Ascomycota","p__Ascomycota_unclassified","p__Ascomycota_unclassified","p__Ascomycota_unclassified","p__Ascomycota_unclassified",NA,"Otu00469",10,-1.16786815385901,0,"Peripheral","Rhizosphere","Maxifort"
