OTU_id	Otu00001	Otu00002	Otu00003	Otu00004	Otu00005	Otu00006	Otu00007	Otu00008	Otu00009	Otu00010	Otu00011	Otu00012	Otu00013	Otu00014	Otu00015	Otu00016	Otu00017	Otu00018	Otu00019	Otu00020	Otu00021	Otu00022	Otu00023	Otu00024	Otu00025	Otu00026	Otu00027	Otu00028	Otu00029	Otu00030	Otu00031	Otu00032	Otu00033	Otu00034	Otu00035	Otu00036	Otu00038	Otu00039	Otu00040	Otu00043	Otu00044	Otu00045	Otu00046	Otu00047	Otu00048	Otu00049	Otu00050	Otu00051	Otu00053	Otu00054	Otu00055	Otu00056	Otu00057	Otu00061	Otu00063	Otu00064	Otu00065	Otu00067	Otu00068	Otu00069	Otu00070	Otu00072	Otu00073	Otu00075	Otu00076	Otu00077	Otu00078	Otu00079	Otu00080	Otu00082	Otu00084	Otu00085	Otu00086	Otu00087	Otu00088	Otu00089	Otu00090	Otu00092	Otu00094	Otu00095	Otu00096	Otu00097	Otu00099	Otu00102	Otu00103	Otu00104	Otu00105	Otu00106	Otu00108	Otu00109	Otu00110	Otu00111	Otu00112	Otu00115	Otu00117	Otu00119	Otu00122	Otu00124	Otu00125	Otu00126	Otu00127	Otu00128	Otu00129	Otu00130	Otu00131	Otu00132	Otu00134	Otu00136	Otu00137	Otu00138	Otu00139	Otu00140	Otu00141	Otu00142	Otu00143	Otu00144	Otu00145	Otu00146	Otu00148	Otu00149	Otu00151	Otu00153	Otu00154	Otu00155	Otu00156	Otu00157	Otu00160	Otu00161	Otu00162	Otu00164	Otu00166	Otu00167	Otu00168	Otu00170	Otu00173	Otu00174	Otu00176	Otu00177	Otu00179	Otu00182	Otu00184	Otu00189	Otu00190	Otu00192	Otu00197	Otu00198	Otu00199	Otu00203	Otu00206	Otu00210	Otu00211	Otu00212	Otu00216	Otu00217	Otu00220	Otu00222	Otu00224	Otu00225	Otu00226	Otu00234	Otu00236	Otu00238	Otu00240	Otu00242	Otu00245	Otu00247	Otu00249	Otu00250	Otu00251	Otu00253	Otu00258	Otu00260	Otu00262	Otu00264	Otu00266	Otu00270	Otu00271	Otu00272	Otu00276	Otu00280	Otu00281	Otu00282	Otu00283	Otu00284	Otu00286	Otu00287	Otu00289	Otu00291	Otu00292	Otu00294	Otu00295	Otu00298	Otu00299	Otu00300	Otu00302	Otu00303	Otu00304	Otu00306	Otu00307	Otu00308	Otu00312	Otu00314	Otu00315	Otu00320	Otu00321	Otu00322	Otu00324	Otu00325	Otu00328	Otu00329	Otu00335	Otu00339	Otu00344	Otu00345	Otu00346	Otu00348	Otu00349	Otu00350	Otu00354	Otu00355	Otu00356	Otu00357	Otu00358	Otu00361	Otu00366	Otu00370	Otu00371	Otu00374	Otu00378	Otu00383	Otu00386	Otu00388	Otu00389	Otu00391	Otu00392	Otu00396	Otu00397	Otu00398	Otu00400	Otu00402	Otu00408	Otu00413	Otu00418	Otu00419	Otu00429	Otu00430	Otu00432	Otu00434	Otu00435	Otu00438	Otu00446	Otu00450	Otu00451	Otu00452	Otu00453	Otu00458	Otu00459	Otu00460	Otu00461	Otu00462	Otu00464	Otu00465	Otu00477	Otu00479	Otu00481	Otu00489	Otu00491	Otu00494	Otu00495	Otu00496	Otu00497	Otu00498	Otu00501	Otu00502	Otu00504	Otu00508	Otu00511	Otu00515	Otu00516	Otu00518	Otu00523	Otu00526	Otu00528	Otu00531	Otu00534	Otu00542	Otu00543	Otu00544	Otu00549	Otu00550	Otu00551	Otu00553	Otu00555	Otu00559	Otu00565	Otu00567	Otu00569	Otu00571	Otu00572	Otu00579	Otu00580	Otu00585	Otu00588	Otu00590	Otu00592	Otu00601	Otu00602	Otu00603	Otu00605	Otu00607	Otu00612	Otu00627	Otu00628	Otu00632	Otu00642	Otu00657	Otu00658	Otu00665	Otu00666	Otu00668	Otu00669	Otu00670	Otu00677	Otu00678	Otu00679	Otu00684	Otu00685	Otu00690	Otu00691	Otu00694	Otu00698	Otu00699	Otu00702	Otu00703	Otu00708	Otu00709	Otu00710	Otu00715	Otu00723	Otu00733	Otu00734	Otu00736	Otu00738	Otu00748	Otu00761	Otu00762	Otu00765	Otu00766	Otu00769	Otu00777	Otu00785	Otu00799	Otu00805	Otu00809	Otu00814	Otu00815	Otu00820	Otu00826	Otu00827	Otu00832	Otu00833	Otu00834	Otu00842	Otu00844	Otu00849	Otu00850	Otu00859	Otu00861	Otu00864	Otu00895	Otu00897	Otu00898	Otu00901	Otu00911	Otu00923	Otu00924	Otu00934	Otu00936	Otu00940	Otu00949	Otu00951	Otu00958	Otu00960	Otu00966	Otu00970	Otu00971	Otu00976	Otu00977	Otu00986	Otu00988	Otu01009	Otu01012	Otu01013	Otu01033	Otu01036	Otu01038	Otu01041	Otu01045	Otu01056	Otu01063	Otu01065	Otu01067	Otu01070	Otu01089	Otu01090	Otu01105	Otu01110	Otu01111	Otu01115	Otu01121	Otu01136	Otu01138	Otu01140	Otu01141	Otu01151	Otu01152	Otu01163	Otu01178	Otu01187	Otu01195	Otu01202	Otu01204	Otu01213	Otu01215	Otu01217	Otu01219	Otu01241	Otu01246	Otu01249	Otu01265	Otu01266	Otu01273	Otu01280	Otu01284	Otu01285	Otu01291	Otu01301	Otu01311	Otu01343	Otu01346	Otu01353	Otu01356	Otu01358	Otu01364	Otu01377	Otu01378	Otu01381	Otu01387	Otu01393	Otu01402	Otu01404	Otu01421	Otu01429	Otu01431	Otu01432	Otu01452	Otu01457	Otu01464	Otu01471	Otu01489	Otu01495	Otu01497	Otu01516	Otu01517	Otu01518	Otu01519	Otu01522	Otu01532	Otu01538	Otu01546	Otu01549	Otu01566	Otu01573	Otu01581	Otu01591	Otu01610	Otu01623	Otu01634	Otu01635	Otu01644	Otu01655	Otu01673	Otu01679	Otu01681	Otu01707	Otu01721	Otu01725	Otu01735	Otu01740	Otu01748	Otu01755	Otu01761	Otu01763	Otu01774	Otu01775	Otu01779	Otu01787	Otu01801	Otu01816	Otu01848	Otu01883	Otu01896	Otu01919	Otu01921	Otu01937	Otu01941	Otu01949	Otu01955	Otu01961	Otu01980	Otu01993	Otu02012	Otu02021	Otu02035	Otu02040	Otu02041	Otu02061	Otu02070	Otu02072	Otu02073	Otu02086	Otu02094	Otu02095	Otu02118	Otu02119	Otu02130	Otu02138	Otu02175	Otu02178	Otu02184	Otu02195	Otu02200	Otu02228	Otu02232	Otu02253	Otu02273	Otu02275	Otu02280	Otu02282	Otu02338	Otu02346	Otu02359	Otu02360	Otu02376	Otu02378	Otu02422	Otu02434	Otu02492	Otu02503	Otu02506	Otu02508	Otu02540	Otu02546	Otu02576	Otu02581	Otu02599	Otu02614	Otu02617	Otu02630	Otu02636	Otu02649	Otu02671	Otu02673	Otu02697	Otu02712	Otu02734	Otu02740	Otu02751	Otu02752	Otu02760	Otu02766	Otu02800	Otu02802	Otu02814	Otu02843	Otu02930	Otu02956	Otu02983	Otu02990	Otu02993	Otu03005	Otu03065	Otu03144	Otu03155	Otu03194	Otu03227	Otu03299	Otu03315	Otu03323	Otu03362	Otu03366	Otu03417	Otu03447	Otu03454	Otu03477	Otu03534	Otu03539	Otu03561	Otu03582	Otu03623	Otu03723	Otu04079	Otu04085	Otu04166	Otu04535
Otu00001	1.0	0.05	0.05	0.25	0.1	0.45	0.0	0.95	0.1	0.1	0.1	0.55	0.0	0.75	0.05	0.95	0.0	0.0	0.15	0.0	0.15	0.7	0.15	0.1	0.05	0.75	1.0	0.2	0.15	0.0	0.9	0.1	0.05	0.1	0.45	0.7	0.4	0.4	0.35	0.85	0.65	0.95	0.15	0.5	0.05	0.2	0.6	0.05	0.8	0.0	0.65	0.2	1.0	0.25	0.2	0.35	0.6	0.2	0.05	0.15	0.7	0.75	0.1	0.05	0.1	0.15	0.95	1.0	0.85	0.0	0.25	0.95	0.15	0.1	0.25	0.9	0.4	0.0	0.75	0.3	0.0	0.95	0.25	0.1	0.45	0.7	0.9	0.6	0.1	0.3	0.6	0.3	0.4	1.0	0.4	0.05	0.45	0.7	0.2	0.7	0.0	0.6	0.15	0.0	0.6	0.05	0.85	0.65	0.45	1.0	0.15	0.3	0.65	0.6	0.1	0.45	0.1	0.05	0.55	0.4	0.9	0.2	0.0	1.0	0.05	0.35	0.3	0.05	0.0	0.4	0.35	0.2	0.55	0.5	0.1	0.3	0.4	0.05	0.45	0.8	0.55	0.3	0.95	0.95	0.15	0.35	0.35	0.35	0.6	0.7	0.5	0.1	0.65	0.0	0.1	0.1	0.55	0.55	0.2	0.75	1.0	0.15	0.3	0.5	0.55	0.05	0.05	0.75	0.4	0.35	0.45	0.4	0.85	0.35	0.65	0.85	0.35	0.95	0.9	0.25	0.85	0.0	0.55	0.45	0.15	0.95	0.55	0.3	0.3	0.55	0.25	0.9	0.05	0.85	0.05	0.95	0.7	0.05	0.0	0.05	0.55	1.0	0.75	0.75	0.1	0.6	1.0	0.25	0.05	0.95	0.1	0.55	0.2	0.75	0.35	0.8	0.2	0.9	0.25	0.85	1.0	1.0	0.15	0.7	0.25	0.55	0.8	0.15	0.7	0.45	0.35	0.45	0.75	0.05	0.85	0.3	0.35	0.25	1.0	0.4	1.0	0.0	0.5	0.0	0.05	0.5	0.45	0.7	0.7	0.3	1.0	0.35	0.75	0.35	0.25	0.65	0.6	0.2	0.6	0.9	0.75	0.5	0.3	0.3	0.15	0.75	0.1	0.35	0.6	0.05	0.5	0.15	0.3	0.05	0.1	0.35	0.85	0.2	0.15	0.0	0.8	0.2	0.1	0.15	0.05	0.15	0.5	0.95	0.35	0.95	0.3	0.9	1.0	0.8	0.4	0.7	0.9	0.05	0.75	0.05	0.9	0.85	0.65	0.5	0.25	0.7	0.4	0.95	0.95	0.7	0.75	0.15	0.35	0.65	0.05	0.65	0.5	0.6	0.65	0.75	0.6	0.5	0.55	0.05	0.35	0.0	0.15	0.5	0.2	0.65	0.65	0.25	0.6	0.25	0.85	0.25	0.95	0.45	0.35	0.15	0.6	0.7	0.0	0.1	0.95	0.25	0.2	0.15	0.4	0.4	0.0	0.65	0.3	0.05	0.85	0.1	0.85	0.0	0.85	1.0	0.1	0.8	0.55	0.9	0.1	0.5	0.15	0.0	0.5	0.9	0.1	0.55	0.4	0.75	0.45	0.0	0.3	0.95	0.95	0.65	0.95	0.8	0.85	0.65	0.65	0.95	1.0	0.7	0.75	0.15	0.9	0.3	0.75	0.0	0.8	0.75	0.75	0.9	0.3	0.6	0.4	0.95	0.95	0.35	0.45	0.7	0.9	0.05	0.4	0.2	0.85	1.0	0.75	0.55	0.45	0.45	0.5	0.95	0.5	0.2	0.1	0.0	0.8	0.95	0.45	0.2	0.3	0.35	0.05	0.85	0.55	0.9	0.85	0.7	0.2	0.4	0.65	0.95	0.1	0.45	0.5	0.7	0.8	1.0	1.0	0.6	0.95	0.6	0.45	0.8	0.65	0.4	0.4	0.4	0.9	0.6	1.0	0.3	1.0	0.9	0.6	0.85	0.05	0.35	0.45	0.75	0.65	0.2	0.9	1.0	1.0	0.0	0.1	0.75	0.2	0.8	0.6	0.45	0.95	0.7	0.25	0.9	0.75	0.65	0.75	0.65	0.6	0.7	0.65	0.85	1.0	0.4	0.85	0.75	0.7	0.6	0.75	0.6	0.35	0.05	0.5	0.6	0.15	0.25	0.5	0.8	0.2	0.3	0.15	0.8	0.9	0.6	0.8	0.85	0.15	0.35	0.85	0.7	1.0	0.9	0.5	0.05	0.35	0.9	0.45	0.45	0.65	0.85	0.45	0.5	0.2	1.0	0.8	0.5	0.25	0.8	0.35	0.85	0.5	1.0	0.9	0.35	0.25	0.1	0.35	0.75	0.35	0.3	0.55	0.2	0.45	0.3	0.25	0.5	0.3	0.65	0.0	0.75	0.7	0.15	0.55	0.85	0.25	0.6	0.95	0.75	0.9	0.35	0.0	0.0	0.15	0.7	0.7	0.4	0.0	0.85	0.4	0.7	0.8	0.4	0.7	0.1	0.95	0.7	0.85	0.9	0.15	0.35	0.4	0.7	0.65	0.55	1.0	0.9	0.15	0.65	1.0	0.1	0.85	0.95	0.55	0.5	0.0	0.8	0.25
Otu00002	0.05	1.0	0.05	0.9	0.35	0.3	0.0	0.3	0.4	0.55	0.0	0.0	0.8	0.15	0.05	0.0	0.05	0.2	0.1	0.2	0.0	0.35	1.0	0.5	0.0	0.2	0.2	0.0	0.8	0.0	0.85	0.8	0.1	0.15	0.7	0.25	0.05	0.05	0.35	0.3	0.15	0.4	0.1	0.2	0.05	0.45	0.5	0.55	0.0	0.0	0.05	0.05	0.1	0.75	0.0	0.15	0.15	0.4	0.15	0.65	0.3	0.15	0.4	0.0	0.0	0.3	0.55	0.35	0.1	0.0	0.0	0.25	0.0	0.05	0.05	0.95	0.0	0.2	0.05	0.25	0.1	0.45	0.55	0.1	0.75	0.25	0.0	0.45	0.1	0.05	0.0	0.1	0.3	0.05	0.25	0.0	0.2	0.2	0.3	0.75	0.65	0.3	0.15	0.25	0.6	0.15	0.85	0.1	0.55	0.25	0.4	0.55	0.25	0.05	0.45	0.45	0.55	0.05	0.65	0.0	0.35	0.25	0.05	0.1	0.9	0.15	0.15	0.6	0.15	0.8	0.4	0.1	0.5	0.1	0.85	0.25	0.0	0.05	0.95	0.05	0.0	0.3	0.85	1.0	0.0	0.1	0.45	0.0	0.3	0.65	0.05	0.5	0.45	0.0	0.65	0.05	0.55	0.1	0.0	0.1	0.25	0.0	0.3	0.0	0.75	0.2	0.05	0.15	0.25	0.25	0.35	0.15	0.7	0.75	0.75	0.05	0.65	0.1	0.75	0.1	0.35	0.1	0.3	0.7	0.05	0.0	0.45	0.25	0.8	0.15	0.25	0.65	0.1	0.05	0.15	0.7	0.65	0.05	0.65	0.1	0.15	0.2	0.1	0.25	0.0	0.45	0.2	0.15	0.05	0.9	0.0	0.95	0.25	1.0	0.1	0.0	0.3	0.65	1.0	0.45	0.0	0.55	1.0	0.05	0.1	0.05	0.3	0.65	0.45	0.15	0.1	0.05	0.25	0.2	0.85	0.45	0.3	0.25	0.15	0.0	0.85	0.0	0.95	0.75	0.05	0.65	0.0	0.3	0.25	0.6	0.55	0.85	0.8	0.25	0.85	0.35	0.75	0.35	0.25	0.65	0.0	0.05	0.2	0.2	0.55	0.85	0.05	0.15	0.0	0.3	0.4	0.0	0.0	0.1	0.45	0.3	0.15	0.2	0.0	0.0	0.9	0.35	0.3	0.9	0.1	0.6	0.2	0.05	0.6	0.15	0.15	0.25	0.15	0.15	0.7	0.65	0.15	0.45	0.15	0.75	0.15	0.0	0.4	0.05	0.05	0.4	0.35	0.65	0.05	1.0	0.75	0.9	0.2	0.75	0.75	1.0	0.6	0.35	0.1	0.3	0.65	0.3	0.3	0.15	0.25	0.0	0.1	0.05	0.0	0.55	0.75	0.1	0.45	0.5	0.45	0.55	0.95	0.0	0.85	0.3	0.15	0.7	0.4	0.6	0.05	0.4	0.8	0.65	1.0	0.05	0.2	0.0	0.4	0.0	0.65	0.15	0.15	0.05	0.65	0.5	0.05	0.4	0.05	0.75	0.05	0.65	0.05	0.9	0.75	0.15	0.35	0.0	0.0	0.2	0.45	0.1	0.15	0.4	0.85	0.6	0.2	0.15	0.55	0.35	0.65	0.9	0.2	0.8	0.8	0.35	0.65	0.2	0.15	0.05	0.25	0.15	0.9	0.6	0.55	0.1	0.7	0.2	0.5	0.35	0.0	0.2	0.6	0.0	0.1	0.8	0.05	0.4	0.25	0.65	0.0	0.9	0.2	0.1	0.55	0.35	0.05	0.6	0.85	0.3	0.2	0.65	0.95	0.2	0.2	0.8	0.1	0.05	0.55	0.4	0.7	0.0	0.4	0.8	0.65	0.9	0.2	0.3	0.1	0.15	0.8	0.2	0.2	0.15	0.9	0.05	0.15	0.1	1.0	0.45	0.65	0.95	0.75	0.7	0.3	0.25	0.55	0.35	0.25	1.0	0.7	1.0	0.5	0.1	0.3	0.5	0.8	0.0	0.8	0.65	0.65	0.7	1.0	0.1	0.5	0.75	0.1	0.4	0.9	0.15	0.35	0.4	0.55	0.4	0.15	0.9	0.4	0.2	0.1	0.9	0.05	0.2	0.8	0.05	0.95	0.1	0.65	0.15	0.45	0.45	0.15	0.45	0.3	0.9	0.85	0.35	0.55	0.35	0.7	0.65	0.4	0.35	0.65	0.35	0.0	0.1	0.0	0.15	0.55	0.4	0.85	1.0	1.0	0.8	0.7	0.95	0.15	0.4	0.0	0.05	0.8	0.1	1.0	0.65	0.0	1.0	0.85	1.0	0.95	0.65	0.25	0.5	0.15	0.15	0.05	0.8	0.25	0.25	0.15	0.1	0.7	0.15	0.25	0.45	0.3	0.0	0.1	0.6	0.35	0.5	0.4	0.0	1.0	0.3	0.0	0.2	0.15	0.6	0.05	0.65	0.15	0.8	0.55	1.0	0.6	0.65	0.85	0.2	0.8	0.35	0.4	0.05	0.7	0.05	0.8	0.3	0.7	0.45	0.95	0.2	0.75	0.1	0.65	0.1	0.6	1.0	0.3	0.45	0.05	0.55	0.6
Otu00003	0.05	0.05	1.0	0.45	0.2	0.0	0.2	0.9	0.6	0.1	0.0	0.0	0.0	0.05	0.15	0.15	0.65	0.0	0.25	0.0	0.4	0.75	0.15	0.45	0.15	0.0	0.0	0.15	0.0	0.3	0.0	0.25	0.25	0.1	0.2	0.4	0.85	0.2	0.0	0.8	0.05	0.3	0.55	0.05	0.0	0.15	0.0	0.0	0.0	0.8	0.0	0.05	0.65	0.9	0.0	0.15	0.3	0.0	0.05	0.4	0.65	0.3	0.5	0.05	0.1	0.3	0.15	0.7	0.25	0.75	0.4	0.1	0.05	0.25	0.95	0.05	0.0	0.4	0.1	0.25	0.05	0.6	0.2	0.4	0.9	0.1	0.05	0.0	0.25	0.35	0.0	1.0	1.0	0.0	0.85	0.1	0.4	0.2	0.15	0.55	0.05	0.95	0.2	0.15	0.4	0.65	0.55	0.25	0.15	0.05	0.15	0.05	0.15	0.55	0.3	1.0	0.45	0.0	0.15	0.0	0.35	0.15	0.25	0.1	0.4	0.15	0.35	0.1	0.05	0.05	0.85	0.3	0.35	0.35	0.0	0.25	0.75	0.5	0.95	0.8	0.45	0.5	0.2	0.1	0.0	0.35	0.4	0.0	0.15	0.7	0.4	0.0	0.0	0.05	1.0	0.2	0.9	0.4	0.1	0.3	0.95	0.0	0.2	0.1	0.6	0.95	0.05	0.2	0.45	0.0	0.2	0.9	0.1	0.35	0.4	0.1	0.5	0.4	0.7	0.9	0.4	0.35	0.7	0.2	0.05	0.0	0.55	0.05	0.15	0.4	0.4	0.05	0.85	0.05	0.5	0.95	0.8	0.75	0.85	0.25	0.15	0.95	0.25	0.35	0.2	0.9	0.4	0.3	0.4	0.25	0.05	0.35	0.9	0.2	0.15	0.15	0.5	1.0	1.0	0.9	0.1	0.1	0.0	0.25	0.2	0.2	0.9	0.0	0.55	0.05	0.2	0.6	0.65	0.4	0.85	0.15	0.95	0.9	0.05	0.0	0.1	0.65	0.95	0.3	0.65	0.0	0.0	0.15	0.25	0.15	0.45	0.8	0.25	0.8	0.5	0.65	0.85	0.45	0.6	0.05	0.0	0.25	0.5	0.2	0.3	0.7	0.1	0.2	0.15	0.7	0.4	0.0	0.2	0.0	0.5	0.35	0.75	0.4	0.0	0.7	0.1	0.15	0.8	0.8	0.05	0.0	0.0	0.95	0.1	0.2	0.0	0.3	1.0	0.3	0.55	0.9	0.55	0.5	0.55	0.25	0.0	0.05	0.15	0.1	1.0	0.35	0.15	0.65	0.85	0.1	0.45	0.7	0.55	0.45	0.7	0.05	0.6	0.95	0.3	1.0	0.8	0.5	0.55	0.8	0.6	0.55	0.1	0.2	0.0	0.75	0.45	0.0	0.1	0.1	0.15	0.25	0.2	0.5	0.05	0.35	0.15	0.95	0.55	0.05	0.0	0.05	0.65	0.7	0.35	0.0	0.35	0.45	0.25	0.85	0.3	0.0	0.5	0.6	0.15	0.4	0.6	0.6	0.0	0.9	0.05	0.2	0.3	0.25	0.05	0.7	0.25	0.0	0.0	0.6	0.7	0.1	0.3	0.4	0.05	0.55	0.1	0.05	0.0	0.7	0.4	0.0	0.65	0.85	0.35	0.3	0.55	1.0	0.35	0.5	0.75	0.3	0.65	0.85	0.75	0.3	0.3	0.55	0.3	0.35	0.0	0.25	0.05	0.3	0.05	0.35	0.1	0.7	1.0	0.45	0.1	0.25	0.6	0.55	0.1	0.15	0.45	0.15	0.1	0.5	0.9	0.05	0.3	0.5	0.55	0.6	0.4	0.2	0.5	0.05	0.3	0.45	0.45	0.15	0.0	0.3	0.1	0.1	0.0	1.0	0.7	0.85	0.75	0.7	0.8	0.3	0.9	0.7	0.55	0.25	0.9	0.35	0.6	0.5	0.35	0.2	0.1	0.9	0.35	0.05	0.1	0.4	0.85	0.35	0.15	0.15	0.4	0.9	0.55	0.35	0.45	0.35	0.9	0.4	0.7	0.45	0.3	0.8	0.6	0.0	0.3	0.75	0.45	0.65	0.2	0.25	0.9	0.0	0.35	0.0	0.1	1.0	0.85	0.25	0.85	0.4	0.95	0.7	0.45	0.85	0.15	0.9	0.8	0.35	0.65	0.9	0.5	1.0	0.3	0.8	0.15	1.0	0.7	0.1	0.0	0.25	0.05	0.95	0.55	0.65	0.4	0.15	0.6	0.55	0.35	0.8	0.4	0.6	0.15	0.55	0.7	0.55	0.15	0.3	0.4	0.25	0.1	0.8	0.95	0.8	0.05	0.05	0.1	0.25	0.4	0.85	0.1	0.4	0.1	0.2	0.2	0.2	0.2	0.3	0.3	0.9	0.25	0.3	1.0	0.3	0.9	0.5	1.0	0.05	0.6	0.75	0.75	0.35	0.05	1.0	0.4	0.55	0.05	0.25	0.05	0.5	0.8	0.15	0.0	0.1	0.6	0.25	0.75	0.35	0.5	0.8	0.3	0.65	0.35	0.6	0.7	0.85	0.9	0.65	0.75	0.75	0.3	0.6	0.75	0.4	0.15
Otu00004	0.25	0.9	0.45	1.0	0.05	0.05	0.0	0.55	0.75	0.4	0.0	0.0	0.9	0.1	0.05	0.15	0.0	0.15	0.05	0.0	0.75	0.0	0.4	0.1	0.55	0.3	0.0	1.0	0.0	0.2	0.0	0.2	0.15	0.0	0.4	0.0	0.75	0.7	0.65	0.1	0.8	0.3	0.5	0.15	0.05	0.45	0.95	0.35	0.2	0.2	0.9	0.2	0.55	0.45	0.05	0.1	0.35	0.1	0.3	0.35	0.0	0.9	0.6	0.1	0.25	0.15	0.0	0.2	0.7	0.0	0.2	0.3	0.0	0.4	0.15	0.25	0.2	0.35	0.2	0.0	0.65	0.25	0.6	0.05	0.25	0.7	0.95	0.75	0.55	0.55	0.9	0.65	0.05	0.8	0.25	1.0	0.45	0.7	0.35	0.1	0.15	0.9	0.8	0.4	0.0	0.15	0.8	0.0	0.5	0.85	0.4	0.25	0.85	0.9	0.0	0.05	0.85	0.35	0.15	0.8	0.6	0.15	0.4	0.25	1.0	0.3	0.6	0.6	1.0	0.05	0.35	0.3	0.0	0.9	0.1	0.1	0.4	0.4	1.0	0.25	0.3	0.8	0.0	0.0	0.1	0.7	0.25	0.55	0.1	0.6	0.4	0.55	1.0	0.05	0.6	0.25	0.85	0.25	0.45	0.45	0.0	1.0	0.85	0.45	0.2	0.0	0.0	0.75	0.15	0.4	0.65	0.05	0.65	0.85	0.0	0.2	0.7	0.0	0.25	0.1	0.05	1.0	0.15	0.55	0.85	0.35	0.95	0.1	0.05	0.5	0.6	0.85	0.85	0.9	1.0	0.3	0.85	0.2	0.3	0.5	0.45	0.1	0.05	0.9	0.05	0.0	0.1	0.1	0.4	0.5	0.65	0.65	0.65	0.15	0.3	0.3	0.0	0.55	0.7	0.7	0.4	0.25	0.6	0.0	0.5	0.0	0.3	0.7	0.95	0.7	0.55	0.25	0.8	0.1	0.1	0.65	0.2	0.2	0.75	0.75	0.0	1.0	0.95	0.5	0.1	0.5	0.95	0.1	0.3	0.45	0.9	0.85	0.85	1.0	0.05	0.5	0.0	0.75	0.95	0.0	0.35	0.2	0.6	0.25	0.0	0.95	0.65	0.05	1.0	1.0	0.0	0.15	0.85	0.8	0.15	0.55	0.85	0.1	0.0	0.35	0.95	0.4	0.8	0.9	0.5	0.35	0.95	0.8	0.1	1.0	0.7	0.3	0.4	0.2	0.5	0.4	0.35	0.5	0.0	0.9	0.4	0.8	0.95	0.0	0.85	0.05	0.7	0.0	0.0	0.0	0.6	0.1	0.05	0.4	0.45	0.35	0.3	0.95	0.75	0.35	0.45	0.05	0.45	0.05	0.4	0.05	0.95	0.5	0.9	0.4	0.05	0.1	0.95	0.05	0.8	0.0	0.55	0.35	0.1	0.75	0.55	0.85	0.55	0.7	0.45	0.55	0.85	0.25	0.45	0.6	0.65	0.0	0.0	0.5	0.2	0.4	0.45	0.2	0.5	0.4	0.3	0.85	0.45	0.05	0.35	0.2	0.4	0.75	0.95	0.0	0.3	0.9	0.9	0.15	0.15	0.2	0.85	0.4	0.45	0.0	0.25	0.0	0.55	0.35	0.8	0.9	0.0	0.4	0.15	0.8	0.6	0.2	0.1	0.25	0.35	1.0	0.3	0.0	0.1	0.35	0.0	0.65	0.3	0.3	0.25	0.05	0.0	0.8	0.95	0.4	0.3	0.85	0.45	0.2	0.0	0.85	0.4	0.6	0.25	0.15	0.45	0.0	0.2	1.0	0.2	0.9	0.2	0.05	0.75	0.35	1.0	0.65	0.55	1.0	0.2	0.4	0.0	0.35	0.55	0.8	0.2	0.95	0.7	0.5	0.35	0.55	0.45	0.05	0.95	0.45	0.2	0.55	0.6	1.0	0.2	0.95	0.1	0.3	0.1	0.9	0.5	0.0	0.95	0.75	0.95	0.15	0.55	0.7	0.85	0.0	0.85	1.0	0.2	0.3	0.0	0.1	0.6	0.95	0.05	0.3	0.15	0.1	0.65	0.15	0.0	0.6	0.75	0.65	0.15	0.5	0.65	0.6	0.15	0.8	0.7	0.55	0.35	0.8	0.5	0.1	0.05	0.4	0.1	0.15	0.1	0.0	0.05	1.0	0.6	0.9	0.2	0.7	0.35	0.15	0.05	0.55	1.0	0.7	0.5	0.2	0.7	0.65	0.15	0.55	0.35	0.2	0.45	0.05	0.0	0.75	0.65	1.0	0.0	0.8	0.7	0.8	0.25	0.55	0.45	0.9	0.65	0.7	0.55	0.6	0.95	0.85	0.3	0.45	0.6	0.4	0.05	0.6	0.6	0.35	0.5	0.85	0.65	0.3	0.35	0.3	0.75	0.4	1.0	0.25	0.4	0.55	0.5	1.0	0.05	0.45	0.0	0.15	0.75	0.2	0.45	0.9	0.05	0.2	1.0	0.4	0.35	0.2	0.75	1.0	1.0	0.6	0.7	0.4	0.6	0.35	0.45	0.95	0.2	0.8	0.1	0.65	0.1	0.7	0.55	0.6	0.85	0.05	0.4	0.7	0.5
