OTU_id	F14RootFungi.2p.A1	F14RootFungi.2p.C2	F14RootFungi.2p.C4	F14RootFungi.2p.D3	F14RootFungi.H8	F14RootFungi.H9	F14Group.Root108	F14Group.Root99	F14RootFungi.G10	F14RootFungi.H3	F15RootFungi.2p.B1	F15RootFungi.2p.C2	F15RootFungi.2p.A1	F15RootFungi.2p.B5	F15RootFungi.2p.D3	F15RootFungi.H8	F15Group.Root111	F15Group.Root108	F15RootFungi.G10	F15RootFungi.G5
Otu00506	0	0	0	4	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
Otu00515	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00516	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0
Otu00523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
Otu00526	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00528	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	2	2	0
Otu00532	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Otu00534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
Otu00541	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00543	0	11	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0
Otu00544	0	1	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00551	0	5	0	5	3	4	0	0	0	0	0	0	4	1	6	0	0	0	0	0
Otu00555	0	0	0	0	5	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
Otu00557	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0
Otu00558	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0
Otu00559	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0
Otu00567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Otu00571	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0
Otu00576	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
Otu00578	0	0	0	0	0	0	0	0	0	0	4	0	0	12	0	0	0	0	0	0
Otu00579	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Otu00580	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00588	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0	0	0	12
Otu00601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
Otu00602	0	0	2	0	0	1	0	0	0	0	0	5	0	0	3	40	1	0	0	0
Otu00603	2	0	2	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	3
Otu00604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
Otu00610	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00612	6	0	0	0	1	0	0	1	16	6	0	1	0	0	0	0	0	0	0	0
Otu00614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
Otu00624	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0
Otu00627	0	0	0	0	0	0	0	0	0	0	0	3	0	0	9	0	0	0	0	0
Otu00628	0	0	1	0	0	0	0	0	0	0	0	4	0	12	1	3	0	0	0	0
Otu00631	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Otu00640	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0
Otu00641	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	19	0	0	0	0
Otu00642	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0
Otu00644	0	0	0	0	0	0	0	18	0	3	0	0	0	0	0	0	0	0	0	0
Otu00653	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00656	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00660	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0
Otu00664	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00665	0	0	0	0	0	0	0	0	0	0	0	0	8	114	0	0	0	0	0	0
Otu00669	8	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0
Otu00675	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0
Otu00677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
Otu00678	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0
Otu00680	0	0	0	0	0	0	0	1	0	68	0	0	0	0	0	0	0	0	0	0
Otu00686	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0
Otu00689	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3
Otu00691	0	0	19	0	40	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00695	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	2	3	0
Otu00699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0
Otu00702	0	0	0	0	1	0	0	1	2	2	0	1	0	5	0	0	0	0	0	1
Otu00708	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	20	0	0	0	0
Otu00709	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0
Otu00712	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00718	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00721	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00723	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu00729	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	2	4	0
Otu00733	2	0	0	1	0	1	0	0	0	1	0	0	2	0	0	1	0	0	0	1
Otu00748	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Otu00759	0	0	0	0	92	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
Otu00760	0	0	0	0	0	0	0	7	0	5	0	0	39	0	0	0	0	0	0	0
Otu00762	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
Otu00767	0	0	0	0	0	0	0	0	0	0	45	0	0	43	0	0	0	0	0	0
Otu00769	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0	0
Otu00774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Otu00777	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu00781	7	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0
Otu00783	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Otu00792	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Otu00797	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu00798	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00799	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0
Otu00800	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
Otu00807	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0
Otu00809	0	0	4	0	4	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0
Otu00814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0
Otu00815	1	0	0	0	0	0	0	0	3	2	0	0	0	1	0	1	0	0	0	1
Otu00820	2	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0
Otu00823	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
Otu00833	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Otu00843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0
Otu00849	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4
Otu00850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12
Otu00856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
Otu00859	0	0	2	0	2	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu00864	7	0	0	2	5	1	0	0	0	0	0	1	1	0	0	3	0	0	0	0
Otu00875	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
Otu00881	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0
Otu00885	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
Otu00887	0	1	1	0	0	0	0	3	2	2	0	0	0	0	0	0	0	0	0	0
Otu00890	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Otu00892	0	0	4	0	0	0	0	0	0	0	0	0	0	6	0	27	0	0	0	0
Otu00893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0
Otu00898	0	0	0	1	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
Otu00899	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Otu00901	0	0	0	0	5	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu00906	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
Otu00909	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Otu00911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0
Otu00919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
Otu00923	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	2	0
Otu00927	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
Otu00930	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
Otu00936	0	0	0	0	0	0	0	0	14	0	0	3	0	0	0	0	0	0	0	0
Otu00946	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
Otu00949	0	0	0	0	0	0	0	0	0	0	1	3	1	3	0	0	0	0	0	0
Otu00953	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0
Otu00963	0	5	0	2	1	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Otu00966	3	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0
Otu00970	6	0	0	0	2	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0
Otu00971	0	2	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
Otu00974	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
Otu00982	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00986	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0
Otu00987	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0
Otu00996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
Otu01006	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu01009	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
Otu01011	0	0	3	1	1	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu01012	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0
Otu01015	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Otu01016	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Otu01033	0	0	4	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
Otu01039	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
Otu01054	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0
Otu01062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
Otu01063	0	0	3	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu01066	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01085	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
Otu01087	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	1	0	0	0	0
Otu01089	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Otu01090	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
Otu01091	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0
Otu01092	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
Otu01107	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
Otu01122	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Otu01126	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
Otu01132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Otu01138	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
Otu01140	0	0	0	0	0	0	0	1	13	0	0	0	0	1	0	0	0	0	2	0
Otu01141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
Otu01142	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01145	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0
Otu01146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
Otu01147	1	0	0	0	0	0	0	0	0	0	0	1	0	5	0	1	0	0	0	0
Otu01149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
Otu01152	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
Otu01153	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Otu01166	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Otu01178	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01190	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01193	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01213	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0
Otu01217	0	0	2	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Otu01219	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0
Otu01238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
Otu01246	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Otu01247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Otu01255	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
Otu01257	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
Otu01264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	12	0	0	0	0
Otu01266	1	1	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0
Otu01280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
Otu01284	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Otu01291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
Otu01300	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0
Otu01301	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1
Otu01307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Otu01317	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
Otu01328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
Otu01346	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Otu01351	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0
Otu01356	0	0	0	2	1	2	0	0	0	0	0	0	1	0	2	0	0	0	0	0
Otu01360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
Otu01361	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01363	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0
Otu01364	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0
Otu01377	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	1	0	0	0	0
Otu01385	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
Otu01387	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
Otu01390	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Otu01402	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01403	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	2	0	0
Otu01404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
Otu01410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
Otu01419	17	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01424	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0
Otu01449	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
Otu01451	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Otu01453	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0
Otu01463	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
Otu01469	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Otu01475	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01478	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Otu01490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
Otu01505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
Otu01515	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01517	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu01522	0	0	0	1	0	1	0	0	0	0	0	1	0	0	4	0	0	0	0	0
Otu01526	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0	0	0	0
Otu01534	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
Otu01536	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0
Otu01549	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Otu01575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0
Otu01576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	1
Otu01577	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
Otu01586	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0
Otu01588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0
Otu01624	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
Otu01654	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Otu01665	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0
Otu01686	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
Otu01692	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0
Otu01705	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
Otu01708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
Otu01709	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0
Otu01715	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Otu01735	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Otu01748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Otu01754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2
Otu01761	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu01763	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu01786	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01800	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Otu01801	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu01809	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
Otu01810	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Otu01813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0
Otu01827	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0
Otu01841	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu01862	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
Otu01872	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
Otu01884	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01893	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01900	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
Otu01976	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0
Otu01990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0
Otu02041	0	0	0	0	0	1	0	0	0	0	0	3	0	0	2	0	0	0	0	0
Otu02100	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
Otu02102	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
Otu02121	2	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0
Otu02152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
Otu02161	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0
Otu02168	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Otu02175	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Otu02190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
Otu02191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
Otu02199	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02221	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02225	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Otu02228	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Otu02259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Otu02260	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02267	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Otu02272	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
Otu02281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
Otu02300	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
Otu02317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
Otu02345	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
Otu02347	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02359	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Otu02409	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Otu02425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
Otu02427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
Otu02459	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
Otu02460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Otu02483	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
Otu02512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
Otu02520	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
Otu02593	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02655	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02664	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Otu02674	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02725	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
Otu02745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
Otu02747	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02775	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
Otu02776	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Otu02781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
Otu02783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
Otu02805	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
Otu02847	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Otu02883	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
Otu02904	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Otu02916	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Otu02948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Otu02971	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Otu03180	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
Otu03216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Otu03218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
